000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "2000.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.858 New epoch: Wed May  5 15:50:07 2021
000.858 =================================================================
000.858 
000.858 Designed by Jiang Yanjun, build: May  5 2021  15:48:17
003.245 .... 7 packets received, 6810 bps, 85.13%, Err 1 (5.3e-05)
447.771 .... 1663 packets received, 7626 bps, 95.32%, Err 35 (9.8e-06)
449.886 .... 1666 packets received, 7603 bps, 95.04%, Err 36 (1.0e-05)
452.536 .... 1675 packets received, 7600 bps, 94.99%, Err 37 (1.0e-05)
454.649 .... 1687 packets received, 7618 bps, 95.23%, Err 37 (1.0e-05)
456.747 .... 1695 packets received, 7619 bps, 95.24%, Err 37 (1.0e-05)
458.872 .... 1703 packets received, 7620 bps, 95.25%, Err 37 (1.0e-05)
460.983 .... 1711 packets received, 7620 bps, 95.25%, Err 37 (1.0e-05)
463.095 .... 1719 packets received, 7621 bps, 95.26%, Err 37 (1.0e-05)
465.197 .... 1727 packets received, 7622 bps, 95.27%, Err 37 (1.0e-05)
467.323 .... 1735 packets received, 7622 bps, 95.28%, Err 37 (9.9e-06)
469.433 .... 1743 packets received, 7623 bps, 95.28%, Err 38 (1.0e-05)
471.563 .... 1751 packets received, 7623 bps, 95.29%, Err 38 (1.0e-05)
473.659 .... 1759 packets received, 7624 bps, 95.30%, Err 38 (1.0e-05)
475.763 .... 1767 packets received, 7625 bps, 95.31%, Err 38 (1.0e-05)
477.875 .... 1775 packets received, 7625 bps, 95.32%, Err 38 (1.0e-05)
479.986 .... 1783 packets received, 7626 bps, 95.32%, Err 38 (9.9e-06)
482.122 .... 1791 packets received, 7626 bps, 95.32%, Err 38 (9.9e-06)
484.233 .... 1799 packets received, 7627 bps, 95.33%, Err 38 (9.8e-06)
486.337 .... 1807 packets received, 7627 bps, 95.34%, Err 38 (9.8e-06)
488.450 .... 1815 packets received, 7628 bps, 95.35%, Err 38 (9.7e-06)
490.546 .... 1823 packets received, 7629 bps, 95.36%, Err 38 (9.7e-06)
492.661 .... 1830 packets received, 7625 bps, 95.31%, Err 39 (9.9e-06)
494.786 .... 1833 packets received, 7605 bps, 95.06%, Err 40 (1.0e-05)
498.221 .... 1845 packets received, 7601 bps, 95.02%, Err 41 (1.0e-05)
500.334 .... 1857 packets received, 7619 bps, 95.23%, Err 41 (1.0e-05)
502.439 .... 1865 packets received, 7619 bps, 95.24%, Err 41 (1.0e-05)
504.554 .... 1873 packets received, 7620 bps, 95.25%, Err 41 (1.0e-05)
506.666 .... 1881 packets received, 7620 bps, 95.25%, Err 41 (1.0e-05)
508.768 .... 1889 packets received, 7621 bps, 95.26%, Err 41 (1.0e-05)
510.892 .... 1897 packets received, 7621 bps, 95.27%, Err 41 (1.0e-05)
513.000 .... 1905 packets received, 7622 bps, 95.28%, Err 41 (1.0e-05)
516.176 .... 1912 packets received, 7603 bps, 95.04%, Err 42 (1.0e-05)
518.286 .... 1924 packets received, 7619 bps, 95.24%, Err 42 (1.0e-05)
520.394 .... 1932 packets received, 7620 bps, 95.25%, Err 42 (1.0e-05)
522.495 .... 1940 packets received, 7621 bps, 95.26%, Err 42 (1.0e-05)
524.618 .... 1948 packets received, 7621 bps, 95.26%, Err 42 (1.0e-05)
527.794 .... 1955 packets received, 7602 bps, 95.03%, Err 43 (1.0e-05)
531.247 .... 1967 packets received, 7599 bps, 94.99%, Err 44 (1.0e-05)
533.340 .... 1979 packets received, 7616 bps, 95.19%, Err 44 (1.0e-05)
535.470 .... 1987 packets received, 7616 bps, 95.20%, Err 44 (1.0e-05)
538.086 .... 1992 packets received, 7598 bps, 94.97%, Err 45 (1.0e-05)
540.221 .... 2004 packets received, 7613 bps, 95.17%, Err 45 (1.0e-05)
542.316 .... 2012 packets received, 7614 bps, 95.18%, Err 45 (1.0e-05)
544.450 .... 2020 packets received, 7614 bps, 95.18%, Err 45 (1.0e-05)
546.820 .... 2024 packets received, 7596 bps, 94.95%, Err 46 (1.1e-05)
548.941 .... 2036 packets received, 7612 bps, 95.15%, Err 46 (1.0e-05)
551.049 .... 2044 packets received, 7612 bps, 95.15%, Err 46 (1.0e-05)
553.157 .... 2052 packets received, 7613 bps, 95.16%, Err 46 (1.0e-05)
555.271 .... 2060 packets received, 7614 bps, 95.17%, Err 46 (1.0e-05)
558.443 .... 2067 packets received, 7596 bps, 94.95%, Err 47 (1.1e-05)
560.818 .... 2075 packets received, 7593 bps, 94.91%, Err 48 (1.1e-05)
562.919 .... 2087 packets received, 7608 bps, 95.10%, Err 48 (1.1e-05)
565.037 .... 2095 packets received, 7609 bps, 95.11%, Err 48 (1.1e-05)
567.159 .... 2103 packets received, 7609 bps, 95.11%, Err 48 (1.1e-05)
569.273 .... 2111 packets received, 7610 bps, 95.12%, Err 48 (1.1e-05)
571.406 .... 2119 packets received, 7610 bps, 95.12%, Err 48 (1.1e-05)
573.496 .... 2126 packets received, 7607 bps, 95.09%, Err 49 (1.1e-05)
575.625 .... 2134 packets received, 7608 bps, 95.09%, Err 50 (1.1e-05)
577.751 .... 2141 packets received, 7604 bps, 95.05%, Err 50 (1.1e-05)
579.861 .... 2149 packets received, 7605 bps, 95.06%, Err 50 (1.1e-05)
583.044 .... 2156 packets received, 7588 bps, 94.85%, Err 51 (1.1e-05)
585.130 .... 2168 packets received, 7603 bps, 95.04%, Err 51 (1.1e-05)
587.241 .... 2176 packets received, 7604 bps, 95.04%, Err 51 (1.1e-05)
589.384 .... 2184 packets received, 7604 bps, 95.05%, Err 51 (1.1e-05)
591.479 .... 2192 packets received, 7604 bps, 95.06%, Err 51 (1.1e-05)
593.609 .... 2200 packets received, 7605 bps, 95.06%, Err 51 (1.1e-05)
595.708 .... 2208 packets received, 7605 bps, 95.07%, Err 51 (1.1e-05)
597.825 .... 2216 packets received, 7606 bps, 95.07%, Err 51 (1.1e-05)
599.931 .... 2224 packets received, 7607 bps, 95.08%, Err 51 (1.1e-05)
602.055 .... 2231 packets received, 7604 bps, 95.04%, Err 52 (1.1e-05)
604.155 .... 2239 packets received, 7604 bps, 95.05%, Err 52 (1.1e-05)
606.294 .... 2247 packets received, 7604 bps, 95.06%, Err 52 (1.1e-05)
608.404 .... 2255 packets received, 7605 bps, 95.06%, Err 52 (1.1e-05)
610.493 .... 2263 packets received, 7606 bps, 95.07%, Err 52 (1.1e-05)
612.621 .... 2271 packets received, 7606 bps, 95.08%, Err 52 (1.1e-05)
614.722 .... 2279 packets received, 7607 bps, 95.08%, Err 52 (1.1e-05)
617.364 .... 2284 packets received, 7591 bps, 94.88%, Err 53 (1.1e-05)
619.488 .... 2296 packets received, 7604 bps, 95.06%, Err 53 (1.1e-05)
621.580 .... 2304 packets received, 7605 bps, 95.07%, Err 53 (1.1e-05)
623.706 .... 2312 packets received, 7606 bps, 95.07%, Err 54 (1.1e-05)
625.831 .... 2319 packets received, 7603 bps, 95.03%, Err 54 (1.1e-05)
627.939 .... 2327 packets received, 7603 bps, 95.04%, Err 54 (1.1e-05)
630.069 .... 2335 packets received, 7604 bps, 95.04%, Err 54 (1.1e-05)
632.146 .... 2343 packets received, 7604 bps, 95.06%, Err 54 (1.1e-05)
634.281 .... 2351 packets received, 7605 bps, 95.06%, Err 54 (1.1e-05)
636.402 .... 2359 packets received, 7605 bps, 95.06%, Err 54 (1.1e-05)
639.828 .... 2367 packets received, 7590 bps, 94.87%, Err 55 (1.1e-05)
641.940 .... 2379 packets received, 7603 bps, 95.04%, Err 55 (1.1e-05)
644.060 .... 2382 packets received, 7588 bps, 94.85%, Err 56 (1.1e-05)
646.158 .... 2394 packets received, 7601 bps, 95.02%, Err 56 (1.1e-05)
648.300 .... 2402 packets received, 7601 bps, 95.02%, Err 56 (1.1e-05)
650.412 .... 2410 packets received, 7602 bps, 95.02%, Err 56 (1.1e-05)
652.520 .... 2418 packets received, 7602 bps, 95.03%, Err 56 (1.1e-05)
655.419 .... 2424 packets received, 7588 bps, 94.84%, Err 57 (1.1e-05)
657.530 .... 2436 packets received, 7601 bps, 95.01%, Err 57 (1.1e-05)
659.628 .... 2444 packets received, 7601 bps, 95.02%, Err 57 (1.1e-05)
661.743 .... 2452 packets received, 7602 bps, 95.02%, Err 57 (1.1e-05)
663.874 .... 2460 packets received, 7602 bps, 95.02%, Err 57 (1.1e-05)
665.993 .... 2468 packets received, 7602 bps, 95.03%, Err 57 (1.1e-05)
668.103 .... 2476 packets received, 7603 bps, 95.04%, Err 57 (1.1e-05)
670.222 .... 2484 packets received, 7603 bps, 95.04%, Err 57 (1.1e-05)
672.589 .... 2488 packets received, 7589 bps, 94.86%, Err 58 (1.1e-05)
674.695 .... 2500 packets received, 7601 bps, 95.02%, Err 58 (1.1e-05)
676.834 .... 2508 packets received, 7602 bps, 95.02%, Err 58 (1.1e-05)
678.936 .... 2516 packets received, 7602 bps, 95.03%, Err 59 (1.1e-05)
681.042 .... 2523 packets received, 7600 bps, 95.00%, Err 59 (1.1e-05)
683.168 .... 2531 packets received, 7600 bps, 95.00%, Err 59 (1.1e-05)
685.283 .... 2539 packets received, 7601 bps, 95.01%, Err 60 (1.1e-05)
687.390 .... 2546 packets received, 7598 bps, 94.98%, Err 60 (1.1e-05)
689.515 .... 2554 packets received, 7598 bps, 94.98%, Err 60 (1.1e-05)
691.628 .... 2561 packets received, 7596 bps, 94.95%, Err 61 (1.1e-05)
693.732 .... 2569 packets received, 7597 bps, 94.96%, Err 61 (1.1e-05)
695.854 .... 2577 packets received, 7597 bps, 94.96%, Err 61 (1.1e-05)
697.969 .... 2585 packets received, 7597 bps, 94.97%, Err 61 (1.1e-05)
700.078 .... 2593 packets received, 7598 bps, 94.97%, Err 61 (1.1e-05)
702.186 .... 2601 packets received, 7598 bps, 94.98%, Err 61 (1.1e-05)
704.304 .... 2609 packets received, 7599 bps, 94.99%, Err 61 (1.1e-05)
706.414 .... 2617 packets received, 7599 bps, 94.99%, Err 61 (1.1e-05)
708.534 .... 2625 packets received, 7600 bps, 95.00%, Err 61 (1.1e-05)
710.649 .... 2633 packets received, 7600 bps, 95.00%, Err 61 (1.1e-05)
712.758 .... 2641 packets received, 7601 bps, 95.01%, Err 61 (1.1e-05)
714.860 .... 2649 packets received, 7601 bps, 95.02%, Err 61 (1.1e-05)
716.969 .... 2657 packets received, 7602 bps, 95.02%, Err 61 (1.1e-05)
719.094 .... 2665 packets received, 7602 bps, 95.03%, Err 61 (1.1e-05)
721.208 .... 2673 packets received, 7602 bps, 95.03%, Err 61 (1.1e-05)
723.833 .... 2678 packets received, 7589 bps, 94.86%, Err 62 (1.1e-05)
725.951 .... 2690 packets received, 7601 bps, 95.01%, Err 62 (1.1e-05)
